approval_no,plant_name,company,address,town_region,country,activity,activity_type
4984,NEW INDUS FISH,NEW INDUS FISH,"LOT 80,ZONE INDUSTRIELLE BASSE,ROUTE DJORF,SAFI",SAFI,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.6.0167.18,NOBLEMAR,NOBLEMAR,PORT DE PECHE DE MOHAMMEDIA,MOHAMMEDIA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CRUSTACES VIVANTS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.60.0121.16,NOR-DANSKE,NOR-DANSKE,PORT DE MEHDIA KENITRA,MEHDIA,Morocco,"FUMAGE, EVISCERATION ET ETETEGE ET FILETAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3339,NOUN’S FISH,NOUN’S FISH,"Km 42, CENTRE SIDI RAHAL ROUTE COTIERE CASA AZEMOUR SIDI RAHAL PLAGE",CASABLANCA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4512,NOUNE MAROC,NOUNE MAROC,QUARTIER MUNICIPAL INDUSTRIEL LOT N° 71 KENITRA,KENITRA,Morocco,EXPIDITION DES ANGUILLES VIVANTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.68.0012.14,NOUVELLE OUGALA,NOUVELLE OUGALA,PORT DE PECHE DE TAN TAN,TAN TAN,Morocco,HUILE DE POISSON A CONSOMMATION HUMAINE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3148,NOUVELLE AVEIRO MAROC II,NOUVELLE AVEIRO MAROC II,QI AIT MELLOUL AGADIR,AGADIR,Morocco,"CONGELATION, ENTREPOSAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2081,NOUVELLE COSARNO,NOUVELLE COSARNO,RUE AL BAHARA QI. ANZA. BP.6196. AGADIR,AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.25.0195.18,NOUVELLE COSARNO 2,NOUVELLE COSARNO 2,RUE AL BAHARA QI. ANZA. BP.6196. AGADIR,AGADIR,Morocco,ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.72.0251.20,NOUVELLE UNITE DIPROMER,NOUVELLE UNITE DIPROMER,"ZONE INDUSTRIELLE 2EME TRANCHE, LOT N° 26-27-28-29 BOUJDOUR",BOUJDOUR,Morocco,"ETETAGE, EVISCERATION ET FILETAE DES PETITS PELAGIQUES, MARINADE DE POISSON, CONDITIONNEMENT DE FILET DE POISSON, TRAITEMENT ET CONGELATION DES PRODUITS DE LA PECHE ET CONGELATION EN iqf PAR IMMERSION EN SAUMURE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.71.0250.20,O-2A-FISH,O-2A-FISH,N° 136 Zone Industrielle Al Marsa Layoune,LAAYOUNE,Morocco,"ETETAGE, EVISCERATION DES PETITS PELAGIQUES, FILETAGE ET CONGELATION DES CEPHALOPODES EN IQF ET SALAGE DE LA SARDINE CONGELATION, FILETAGE ET PREPARATION DU POISSON PANE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.72.0139.17,OCEAMIC BOUJDOUR,OCEAMIC BOUJDOUR,"LOT H 13, ZONE INDUSTRIELLE BOUJDOUR",BOUJDOUR,Morocco,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",nan
3336,OCEAMIC LAAYOUNE,OCEAMIC LAAYOUNE,ZI LOT N 47 EL MARSA LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
6127,OCEAMIC LAAYOUNE II,OCEAMIC LAAYOUNE II,MUNICIPALITE EL MARSA LOT N° 60 ZON E INDUSTRIELLE LAAYOUNE,LAAYOUNE,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.25.3535.17,OCEAN DELIGHTS,OCEAN DELIGHTS,LOT 238 PE 26 ZONE INDUSTRIELLE AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4079,OLVEA ATLANTIC,OLVEA ATLANTIC,Z I LOT 631 BP 1761 AIT MELLOUL AGADIR,AGADIR,Morocco,FILTRATION DE L'HUILE DE POISSON DESTINEE A LA CONSOMATION HUMAINE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1425,OMNIUM MAROCAIN DE PECHE INDUSTRIE,OMNIUM MAROCAIN DE PECHE INDUSTRIE,PORT DE PECHE DE TAN TAN,TAN TAN,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3211,OPROP CONGELATION,OPROP CONGELATION,PORT DE PECHE DE TAN TAN,TAN TAN,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
6043,ORGAFOOD,ORGAFOOD,ROUTE DU DJORF EL YOUDI SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.74.0277.21,OULAD LAKHLIGA FISH,OULAD LAKHLIGA FISH,LOT 140 ZONE INDUSTRIELLE ASSALAM DAKHLA,DAKHLA,Morocco,ENTREPOSAGE DES PRODUTS DE LA PECHE ET DE L'AQUACULTURE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
6046,OUARZA FOOD,OUARZA FOOD,237 HAY EL MASSIRA OURZAZAT,OURZAZAT,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
3653,OUGALA II,OUGALA II,PORT DE PECHE DE TAN TAN,TAN TAN,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.5.0207.19,OUJDA SAMAK,OUJDA SAMAK,Lot Laayoune n° 33 Ain BORJA Casablanca,CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
5889,OVERSEAS LINK INTERNATIONAL,OVERSEAS LINK INTERNATIONAL,ROUTE LAAYOUNE QUARTIER INDUSTRIEL AL WATAYA N° 56/914 ZONE EXTRA PORTUAIRE TAN TAN PORT,TAN TAN,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,CONGELATION ET FILETAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4572,PALACE FISHES,PALACE FISHES,Z.I LOT N° 52 WIFAK OULFA SASABLANCA,CASABLANCA,Morocco,CONGELATION ET ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES"
3276,PAMAPECHE,PAMAPECHE,PARCELLE N° 30 ZI NOUVEAU PORT D’ANZA AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.6.0190.18,PATY'S,PATY'S,LOT 169 à 180ZONE INDUSTRIELLE SUD- OUEST DE MOHAMMEDIA,MOHAMMEDIA,Morocco,"ELABORATION DES PRODUITS PRECUITS, PANES ET SURGEL2S 0 BASE DES PRODUITS DE LA PECHE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1322,PECHE ET FROID DU SOUSS,PECHE ET FROID DU SOUSS,ANCIEN PORT DE PECHE AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.25.0220.19,PELAGIQUE INDUSTRIE,PELAGIQUE INDUSTRIE,"N°1-11,LOT PARC HALIOPOLIS, CR DRARGA TIKIOUINE, AGADIR",AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.71.0186.18,PELAPRO,PELAPRO,LOT N° 35 ZONE INDUSTRIELLE EL MARSA,LAAYOUNE,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
5443,PESBAK ET BENJELLOUN II,PESBAK ET BENJELLOUN II,MAGASIN N° 1 PORT DE PECHE TANGER,TANGER,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.34.0164.18,PESCAB,PESCAB,LOCAL N° 13-14 PORT DE PECHE DE TANGER,TANGER,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET FILETAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2385,PESCA DEL SUR,PESCA DEL SUR,ZI VILLE DE DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3287,PESCA GHARB,PESCA GHARB,AVANT PORT DE MEHDIA,KENITRA,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, CONGELATION, PREPARATION DES PRODUITS SEMI CUITS, DECORTICAGE DES OURSINS ET MARINADE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.7.3389.17,PESCA MAREE IMPORT EXPORT,PESCA MAREE IMPORT EXPORT,Km 16.5 DOUAR AARABA DAR BOUAZZA PROVINCE DE NOUCEUR CASABLANCA,CASABLANCA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.34.3583.19,PESCA ZERHOUN,PESCA ZERHOUN,PORT DE PECHE DE TANGER,TANGER,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3411,PESCADAK,PESCADAK,Z I ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.50.0142.17,PESCADOS LA COSTA DEL MAR,PESCADOS LA COSTA DEL MAR,N° 10 PORT DE M DIQ BP 251,NADOR,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2515,PESCADOS DEL CANTO,PESCADOS DEL CANTO,PORT DE PECHE DE BENI ENSAR,M'DIQ,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.60.0198.19,PESCADOS PUNTAMAR,PESCADOS PUNTAMAR,Port de Mehdia kENITRA,KENITRA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3122,PESCONDA,PESCONDA,NOUVELLE ZI LOT 181 ET 182 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4116,PINK SALMON,PINK SALMON,N 442 ZI SIDI GHANEM MARRAKECH,MARRAKECH,Morocco,FUMAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.19.0149.17,PLURI FISH,PLURI FISH,LOT AL MASSAR N° 31 ROUTE DE SAFI MARRAKECH,MARRAKECH,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PEF.7.0072.15,POLE FISHS,POLE FISHS,"DOUAR HART HAMRI, DAR BOUAZZA,NOUACEUR CASABLANCA",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
1310,POLYVALENT ENNAJAH,POLYVALENT ENNAJAH,29 RUE DE LA PYRAMIDE BELVEDERE CASABLANCA,CASABLANCA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3237,POULPO MAR,POULPO MAR,LOT 121 NOUVELLE ZI DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3694,PRO CO SAF,PRO CO SAF,ZI ROUTE DE JORF LYOUDI,SAFI,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.25.0109.16,PROCESSING AND TRADING SEAFOOD,PROCESSING AND TRADING SEAFOOD,"LOT HALIOPOLIS N° 11,12 COMMUNE DRARGA AGADIR",AGADIR,Morocco,ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.25.0122.17,PROCESSING AND TRADING SEAFOOD 2,PROCESSING AND TRADING SEAFOOD 2,LOT HALIOPOLIS N° 11 ET 12 AGADIR COMMUNE DRARGAR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3223,RAISSMER,RAISSMER,ZI LOT 32 ET 33 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2580,RAOIHANE,RAOIHANE,RUE ASSINAA QUARTIER INDUSTRIEL ANZA AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.25.0219.19,RAYLO,RAYLO,RUE ALMILAHA Q I D'ANZA,AGADIR,Morocco,DECORTICAGE ET MARINADE DES CREVETTESET CONGELATION DU JUS DE L'EXTRAIT DES ISSUES DE DECOPRTICAGEDES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.5.0067.15,REGIE AUTONOME DES FRIGORIFIQUES DE CASABLANCA,REGIE AUTONOME DES FRIGORIFIQUES DE CASABLANCA,"AVENUE 10 MARS SIDI OTHMAN, CASABLANCA",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
1393,REINA D’EL COSTA,REINA D’EL COSTA,KHALIL II RUE 4 N 97 LA VILETTE CASABLANCA,CASABLANCA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2022,REKTA KRIFA,REKTA KRIFA,RUE PRESIDENT BEKKAI Q.I AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.8.0048.15,RESTAURANT LANGOS,RESTAURANT LANGOS,"DOUAR LAHFARI, COMMUNE RURALE MEJATIA OULED TALEB MEDIOUNA CASABLANCA",CASABLANCA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3192,RESTINGA MAR,RESTINGA MAR,"Z.I N° 18 BP 77 SELOUANE, PR DE NADOR",NADOR,Morocco,"CONGELATION, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, MARINADE, PREPARATION DE POISSON SALE CONGELE, CUISSON DE POULPE ET CONGELATION DE POULPE CUIT","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1301,REYTE MAROC,REYTE MAROC,STALLE N 8 PORT DE PECHE CASABLANCA,CASABLANCA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
